,trans,ABG,infexp,infforecastMA,infforecast12,infforecast2,infforecastMAspread,infforecast1spread,infforecast2spread,trans_low,trans_medium,trans_high,ABG_low,ABG_medium,ABG_high,infexp_low,infexp_medium,infexp_high,infexp0_low,infexp0_medium,infexp0_high,infexp1_low,infexp1_medium,infexp1_high,infexp2_low,infexp2_medium,infexp2_high,index,country,date,trans,ABG,infexp,infrate,infforecastMA,infforecast2,infforecast12,infforecastMAspread,infforecast2spread,infforecast1spread
43,11.0,0.0,2.24,1.62,1.8065584319999999,1.70915089,0.178885438,0.426668415,0.443721721,0.0,0.0,1.0,0.999754502351905,0.00024549764809505897,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,czechia,56,11.0,0.0,2.24,1.7,1.62,1.70915089,1.8065584319999999,0.178885438,0.443721721,0.426668415
44,11.0,0.00631578947368421,2.31,1.74,1.794414362,1.739034004,0.29268868600000003,0.426718352,0.439722981,0.0,0.0,1.0,0.9936842105263158,0.00631578947368421,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,44,czechia,57,11.0,0.00631578947368421,2.31,2.2,1.74,1.739034004,1.794414362,0.29268868600000003,0.439722981,0.426718352
45,11.0,0.0162271805273834,2.57,2.0,2.215279957,2.291785596,0.45350487,0.423717954,0.44017840799999997,0.0,0.0,1.0,0.9837728194726166,0.0162271805273834,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1628392432953169,0.837160756704683,0.0,0.36795081507042054,0.6320491849295794,45,czechia,58,11.0,0.0162271805273834,2.57,2.6,2.0,2.291785596,2.215279957,0.45350487,0.44017840799999997,0.423717954
46,11.0,0.00930232558139535,2.87,2.12,2.594264372,2.65459827,0.38815804299999995,0.424250645,0.43819565299999996,0.0,0.0,1.0,0.9906976744186047,0.00930232558139535,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3500643281284813,0.6499356718715186,0.0,0.5084348086857907,0.4915651913142093,46,czechia,59,11.0,0.00930232558139535,2.87,2.4,2.12,2.65459827,2.594264372,0.38815804299999995,0.43819565299999996,0.424250645
47,11.0,0.0097323600973236,2.79,2.22,2.265806071,2.3740252969999998,0.366969572,0.37926778899999997,0.435730551,0.0,0.0,1.0,0.9902676399026764,0.0097323600973236,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04533959795717871,0.9546604020428213,47,czechia,60,11.0,0.0097323600973236,2.79,2.2,2.22,2.3740252969999998,2.265806071,0.366969572,0.435730551,0.37926778899999997
48,11.0,-0.0179640718562874,2.64,2.46,2.116403622,2.19402151,0.40824829,0.37456459299999995,0.43264041200000003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5590918457980555,0.4409081542019445,0.0,0.0,1.0,0.0,0.0,1.0,48,czechia,61,11.0,-0.0179640718562874,2.64,2.9,2.46,2.19402151,2.116403622,0.40824829,0.43264041200000003,0.37456459299999995
49,11.0,0.00234741784037559,2.68,2.58,3.0069753219999997,3.00261445,0.299443929,0.484865696,0.438487075,0.0,0.0,1.0,0.9976525821596245,0.00234741784037559,0.0,0.0,0.0,1.0,0.0,0.6660476626326927,0.3339523373673074,0.6743626630991846,0.32563733690081553,0.0,0.7357444914425352,0.2642555085574648,0.0,49,czechia,62,11.0,0.00234741784037559,2.68,2.8,2.58,3.00261445,3.0069753219999997,0.299443929,0.438487075,0.484865696
50,11.0,0.0177865612648221,2.71,2.62,2.6786528169999997,2.768130231,0.27141604,0.320618455,0.435712194,0.0,0.0,1.0,0.982213438735178,0.0177865612648221,0.0,0.0,0.0,1.0,0.0,0.6684057434483244,0.3315942565516755,0.0,0.9022290123629961,0.09777098763700387,0.13341428539408798,0.866585714605912,0.0,50,czechia,63,11.0,0.0177865612648221,2.71,2.8,2.62,2.768130231,2.6786528169999997,0.27141604,0.435712194,0.320618455
51,11.0,0.0169851380042463,2.7,2.7,2.7032665739999997,2.802098736,0.28106938600000003,0.318899592,0.432244012,0.0,0.0,1.0,0.9830148619957537,0.0169851380042463,0.0,0.0,0.0,1.0,7.89993070959838e-15,0.9999999999999842,7.899992527985183e-15,0.010243268044066738,0.9897567319559333,0.0,0.23620624731754494,0.7637937526824551,0.0,51,czechia,64,11.0,0.0169851380042463,2.7,2.8,2.7,2.802098736,2.7032665739999997,0.28106938600000003,0.432244012,0.318899592
52,11.0,0.00288184438040346,2.7,2.88,2.703493495,2.797201747,0.301109061,0.317760876,0.42884286899999996,0.0,0.0,1.0,0.9971181556195966,0.00288184438040346,0.0,0.0,0.0,1.0,0.5977900479055982,0.40220995209440175,0.0,0.010994100482023619,0.9890058995179764,0.0,0.22666051840073795,0.773339481599262,0.0,52,czechia,65,11.0,0.00288184438040346,2.7,3.1,2.88,2.797201747,2.703493495,0.301109061,0.42884286899999996,0.317760876
