,trans,ABG,infexp,infexp0,infexp1,infexp2,infexp0spread,infexp1spread,infexp2spread,trans_low,trans_medium,trans_high,ABG_low,ABG_medium,ABG_high,infexp_low,infexp_medium,infexp_high,infexp0_low,infexp0_medium,infexp0_high,infexp1_low,infexp1_medium,infexp1_high,infexp2_low,infexp2_medium,infexp2_high
614,9.5,0.0,0.38,-1.97,-2.234935275,-2.928311701,0.826091198,0.853956695,0.655486873,1.0,0.0,0.0,0.0,0.8283547878152994,0.1716452121847006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
615,9.5,7.2992700729927,0.59,-2.9,-2.752579967,-3.404378607,0.9292882579999999,0.8671901740000001,0.6513127320000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
616,9.5,5.88235294117647,0.7,-2.61,-3.119867475,-0.110348171,1.011645524,0.859502627,0.688822651,1.0,0.0,0.0,0.0,0.024458272497568843,0.9755417275024312,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
617,9.5,-8.49256900212314,1.01,-1.68,-1.709287028,-0.009960053,1.4836947130000002,0.7437397990000001,0.687499016,1.0,0.0,0.0,0.7251109385407287,0.27488906145927133,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
618,9.5,11.194029850746299,1.31,-1.14,-0.7910740829999999,-0.53816198,1.457198225,0.813868953,0.6865021990000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
619,9.5,-2.0429009193054104,1.58,-0.53,-0.81788104,-0.613500025,0.21292408699999998,0.8261369390000001,0.682331413,1.0,0.0,0.0,0.07885001460407619,0.9211499853959239,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
620,11.0,-8.56531049250535,1.88,-0.43,-0.7863273609999999,0.21462825100000002,0.270012345,0.8241451320000001,0.678902235,1.0,0.0,0.0,0.7323996830434378,0.2676003169565622,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
621,11.0,-4.70809792843691,1.86,-0.28,-0.284216053,0.29290139600000004,0.361257065,0.808345467,0.676564781,1.0,0.0,0.0,0.3459044830631784,0.6540955169368217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
622,11.0,5.56070435588508,1.87,0.1,-0.10124175,0.7471479959999999,0.486350354,0.813764887,0.672700018,1.0,0.0,0.0,0.0,0.06841554256591534,0.9315844574340847,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
623,11.0,1.8018018018018,1.96,0.34,0.306790532,0.711699581,0.431648005,0.832381094,0.6704735629999999,1.0,0.0,0.0,0.0,0.5821162155558145,0.4178837844441854,0.898550724637681,0.1014492753623189,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
624,11.0,2.7372262773722604,2.21,0.74,0.906189877,1.559929451,0.46,0.359516038,0.667285172,1.0,0.0,0.0,0.0,0.45427885459263306,0.5457211454073669,0.5362318840579711,0.46376811594202894,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.025798000198931578,0.9742019998010684
